,Z1_ActualPosition,X1_OutputCurrent,M1_sequence_number,S1_ActualPosition,Y1_OutputCurrent,S1_OutputCurrent,M1_CURRENT_FEEDRATE,X1_DCBusVoltage,X1_OutputVoltage,clamp_pressure,Y1_DCBusVoltage,Y1_OutputVoltage
12365,28.5,327.0,76.0,1460.0,326.0,323.0,3.0,0.102,11.1,3.0,0.0523,5.05
9031,119.0,327.0,0.0,383.0,326.0,327.0,50.0,0.0247,0.589,4.0,0.02,2.34
11143,119.0,330.0,0.0,-1960.0,329.0,330.0,50.0,0.0204,1.38,4.0,0.016,1.45
20495,119.0,330.0,0.0,-273.0,329.0,330.0,50.0,2.78e-19,0.0,3.0,2.78e-19,0.0
24761,28.7,327.0,64.0,680.0,326.0,322.0,3.0,0.0903,10.9,2.5,0.0878,6.12
5363,119.0,328.0,0.0,-978.0,327.0,327.0,50.0,0.0178,2.2,4.0,0.0196,3.02
11692,28.5,327.0,76.0,-661.0,325.0,321.0,3.0,0.0826,10.6,4.0,0.058,6.77
14775,29.7,327.0,23.0,-1110.0,326.0,323.0,3.0,0.0577,9.76,4.0,0.0834,7.76
170,29.5,326.0,29.0,377.0,324.0,320.0,6.0,0.0921,14.6,4.0,0.0206,2.12
23486,28.7,327.0,2.0,1630.0,326.0,324.0,3.0,0.0798,9.11,2.5,0.018,2.44
3499,27.5,326.0,111.0,483.0,325.0,316.0,6.0,0.112,13.1,3.0,0.0215,6.02
8320,119.0,327.0,0.0,-2050.0,326.0,327.0,50.0,0.0214,2.06,4.0,0.0141,2.91
16973,27.7,327.0,109.0,-42.0,325.0,321.0,3.0,0.0595,5.66,3.0,0.128,10.9
11615,27.5,327.0,116.0,-1390.0,326.0,322.0,3.0,0.0633,7.3,4.0,0.0797,6.11
17873,28.7,327.0,2.0,-2060.0,326.0,323.0,3.0,0.0462,1.37,3.0,0.153,6.14
7622,41.6,323.0,132.0,-2110.0,322.0,317.0,50.0,0.049,2.61,4.0,0.0172,1.49
15445,27.7,327.0,118.0,-1260.0,325.0,320.0,3.0,0.0995,6.65,4.0,0.0965,9.51
5441,33.4,325.0,55.0,843.0,324.0,318.0,6.0,0.0237,1.17,4.0,0.0201,1.27
16853,119.0,330.0,0.0,42.0,328.0,329.0,50.0,0.0165,2.98,3.0,0.021,2.63
5847,28.7,325.0,76.0,1910.0,324.0,321.0,6.0,0.0884,11.9,4.0,0.0571,2.28
21209,29.5,327.0,47.0,1570.0,326.0,322.0,3.0,0.0865,6.34,2.5,0.049,5.54
14959,28.7,327.0,79.0,-526.0,325.0,319.0,3.0,0.063,4.48,4.0,0.108,10.1
6846,119.0,327.0,0.0,306.0,326.0,327.0,50.0,0.0266,1.83,4.0,0.0155,0.517
17314,29.7,327.0,34.0,1910.0,326.0,322.0,3.0,0.0626,5.39,3.0,0.0855,10.7
1238,28.5,326.0,58.0,916.0,324.0,318.0,20.0,0.105,6.41,4.0,0.0279,1.77
10975,29.5,327.0,2.0,-1850.0,325.0,320.0,3.0,0.074,9.0,4.0,0.0689,5.25
3505,119.0,329.0,2.0,339.0,328.0,329.0,6.0,0.0232,0.78,3.0,0.0214,3.77
17972,29.7,327.0,39.0,-1930.0,325.0,321.0,3.0,0.108,8.21,3.0,0.134,11.6
3840,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0178,1.2,3.0,0.0179,3.16
19218,119.0,330.0,0.0,2150.0,329.0,330.0,50.0,0.0234,0.647,3.0,0.0151,0.789
3884,29.5,326.0,27.0,1000.0,325.0,317.0,6.0,0.0644,3.78,3.0,0.159,16.4
4577,119.0,329.0,2.0,-486.0,327.0,329.0,6.0,0.021,1.41,2.5,0.0206,2.52
24816,27.7,327.0,102.0,-307.0,326.0,320.0,3.0,0.08,7.92,2.5,0.0912,9.22
3460,55.5,329.0,0.0,1550.0,328.0,329.0,50.0,0.0482,3.42,3.0,0.0235,0.506
18597,27.7,327.0,124.0,1400.0,326.0,324.0,3.0,0.0483,3.92,3.0,0.123,11.4
7198,27.7,324.0,113.0,1910.0,323.0,320.0,20.0,0.0411,4.07,4.0,0.122,4.53
17106,28.7,327.0,67.0,598.0,325.0,322.0,3.0,0.056,4.36,3.0,0.132,12.2
10376,27.5,327.0,2.0,1460.0,326.0,324.0,3.0,0.0486,8.04,4.0,0.0669,4.24
22438,27.5,327.0,119.0,-897.0,326.0,324.0,3.0,0.0701,6.16,2.5,0.1,10.5
74,29.5,326.0,19.0,-137.0,325.0,321.0,6.0,0.0726,14.0,4.0,0.0664,7.23
25022,27.7,327.0,109.0,408.0,326.0,320.0,3.0,0.0558,2.4,2.5,0.132,11.2
490,28.5,326.0,66.0,2090.0,324.0,314.0,6.0,0.0638,4.1,4.0,0.152,16.2
23130,27.7,327.0,124.0,1890.0,326.0,324.0,3.0,0.0475,5.33,2.5,0.125,10.3
14697,27.7,327.0,105.0,1890.0,325.0,324.0,3.0,0.0672,7.6,4.0,0.0931,7.17
301,29.5,326.0,2.0,1080.0,324.0,316.0,6.0,0.0576,4.43,4.0,0.136,15.1
6243,36.6,324.0,50.0,731.0,323.0,315.0,50.0,0.0688,4.45,4.0,0.0343,1.07
19428,55.7,330.0,2.0,-927.0,328.0,329.0,50.0,0.0436,4.3,3.0,0.0318,2.99
24778,28.7,327.0,71.0,1360.0,326.0,323.0,3.0,0.0896,8.7,2.5,0.0452,2.94
554,28.5,326.0,75.0,-1860.0,325.0,320.0,6.0,0.0926,14.1,4.0,0.0227,2.14
18006,29.7,327.0,29.0,1630.0,326.0,321.0,3.0,0.0975,10.8,3.0,0.0225,1.87
18063,29.7,327.0,45.0,-1070.0,325.0,320.0,3.0,0.0849,11.0,3.0,0.0455,6.39
9027,28.7,324.0,86.0,-2080.0,323.0,321.0,12.0,0.114,21.0,4.0,0.084,12.5
13459,27.5,326.0,126.0,1680.0,325.0,318.0,3.0,0.06,2.43,3.0,0.109,11.1
7175,55.7,328.0,0.0,-2050.0,326.0,327.0,50.0,0.0518,0.781,4.0,0.0293,3.59
15495,27.7,327.0,109.0,2080.0,325.0,320.0,3.0,0.0555,7.66,4.0,0.142,13.7
23492,28.7,327.0,76.0,1660.0,326.0,324.0,3.0,0.0577,7.93,2.5,0.0679,8.84
6240,29.7,325.0,122.0,715.0,324.0,316.0,6.0,0.0738,9.95,4.0,0.0924,15.1
24499,27.7,327.0,102.0,-381.0,326.0,320.0,3.0,0.109,10.7,2.5,0.0696,6.57
6206,29.7,324.0,26.0,-336.0,323.0,315.0,6.0,0.0681,3.5,4.0,0.105,13.3
13422,27.5,327.0,111.0,328.0,326.0,323.0,3.0,0.0905,11.1,3.0,0.0335,3.09
5920,27.7,325.0,128.0,10.9,324.0,316.0,6.0,0.101,14.9,4.0,0.0401,2.22
21218,28.5,327.0,66.0,-1280.0,326.0,317.0,3.0,0.0816,9.4,2.5,0.0997,9.35
25000,119.0,330.0,0.0,455.0,329.0,330.0,20.0,0.0211,2.3,2.5,0.019,1.82
8663,29.7,325.0,21.0,541.0,323.0,321.0,12.0,0.0489,4.99,4.0,0.275,24.6
3848,27.5,326.0,111.0,574.0,325.0,318.0,6.0,0.0995,14.0,3.0,0.0293,1.6
6260,29.8,324.0,80.0,875.0,324.0,317.0,6.0,0.0778,12.8,4.0,0.0783,4.93
4356,119.0,329.0,0.0,339.0,328.0,329.0,50.0,0.0191,0.702,2.5,0.0149,2.92
6787,44.0,324.0,52.0,-652.0,323.0,315.0,50.0,0.0515,3.56,4.0,0.0193,0.996
3953,55.5,329.0,0.0,1550.0,328.0,329.0,50.0,0.0653,8.08,3.0,0.043,7.92
555,28.5,326.0,75.0,-1860.0,324.0,319.0,6.0,0.115,10.1,4.0,0.0993,13.8
10928,27.5,327.0,125.0,-561.0,325.0,317.0,3.0,0.0641,2.91,4.0,0.0646,9.24
866,27.5,326.0,111.0,-200.0,325.0,323.0,6.0,0.105,12.8,4.0,0.0207,1.11
24722,28.7,327.0,79.0,-2150.0,326.0,323.0,3.0,0.109,11.9,2.5,0.097,7.99
24064,29.7,327.0,37.0,-1640.0,325.0,318.0,3.0,0.0637,3.87,2.5,0.106,10.0
8584,119.0,327.0,2.0,383.0,326.0,327.0,50.0,0.0216,2.57,4.0,0.0188,1.87
18638,28.7,327.0,57.0,-459.0,326.0,323.0,3.0,0.0954,8.3,3.0,0.119,10.7
13902,27.5,327.0,2.0,1910.0,325.0,322.0,3.0,0.0546,11.8,3.0,0.0424,4.54
871,27.5,326.0,2.0,-173.0,325.0,323.0,6.0,0.094,14.7,4.0,0.0173,1.56
18406,28.7,327.0,60.0,-128.0,326.0,318.0,3.0,0.0797,7.42,3.0,0.0736,3.58
4526,119.0,329.0,0.0,-486.0,328.0,329.0,6.0,0.0221,1.01,2.5,0.0164,0.432
16932,29.7,327.0,40.0,-1650.0,325.0,320.0,3.0,0.0623,8.44,3.0,0.118,10.6
24970,27.7,327.0,112.0,734.0,326.0,322.0,3.0,0.0893,8.39,2.5,0.0236,2.12
13282,29.5,327.0,24.0,1120.0,326.0,323.0,3.0,0.103,9.31,3.0,0.0857,4.55
310,29.5,326.0,45.0,1120.0,325.0,317.0,6.0,0.101,12.6,4.0,0.0869,9.19
8362,55.7,327.0,0.0,383.0,326.0,327.0,50.0,0.0403,6.58,4.0,0.0226,1.28
23555,28.7,327.0,71.0,1510.0,326.0,323.0,3.0,0.0808,8.93,2.5,0.0285,7.35
10271,29.2,327.0,96.0,960.0,326.0,324.0,3.0,0.0299,1.17,4.0,0.0155,1.45
10825,27.5,327.0,112.0,-1630.0,326.0,318.0,3.0,0.0778,8.09,4.0,0.0947,7.0
14867,27.7,327.0,125.0,-665.0,325.0,320.0,3.0,0.0689,3.33,4.0,0.111,11.7
22452,29.5,327.0,45.0,1350.0,326.0,323.0,3.0,0.0808,10.5,2.5,0.0381,3.78
14972,27.7,327.0,105.0,1640.0,325.0,323.0,3.0,0.0464,5.52,4.0,0.0371,6.53
7157,119.0,328.0,0.0,306.0,326.0,328.0,20.0,0.0201,1.97,4.0,0.0134,2.67
24305,28.7,327.0,58.0,66.3,326.0,322.0,3.0,0.0886,10.3,2.5,0.0224,3.49
5602,28.7,324.0,85.0,-1940.0,323.0,317.0,6.0,0.0812,10.9,4.0,0.102,12.3
23139,29.7,327.0,42.0,-997.0,325.0,324.0,3.0,0.0479,8.89,2.5,0.118,9.48
5622,28.7,324.0,88.0,-1720.0,322.0,314.0,6.0,0.0707,2.9,4.0,0.244,10.1
17116,27.7,327.0,122.0,1150.0,326.0,319.0,3.0,0.104,10.2,3.0,0.089,5.68
10039,28.5,327.0,64.0,-1690.0,326.0,319.0,3.0,0.0803,9.01,4.0,0.0987,7.02
23343,29.7,327.0,25.0,1590.0,326.0,324.0,3.0,0.0459,5.6,2.5,0.0782,10.4
19934,55.7,329.0,0.0,-927.0,328.0,330.0,50.0,0.0385,6.73,3.0,0.0368,2.1
4671,29.5,326.0,20.0,-174.0,324.0,319.0,6.0,0.0716,4.68,2.5,0.0855,12.7
11080,27.5,327.0,100.0,1260.0,326.0,324.0,3.0,0.0629,10.2,4.0,0.0189,1.56
17134,55.7,330.0,0.0,2150.0,329.0,330.0,50.0,0.052,7.06,3.0,0.0315,2.71
8678,28.7,324.0,67.0,1700.0,323.0,320.0,12.0,0.0477,5.0,4.0,0.125,10.1
17697,28.7,327.0,62.0,0.37,326.0,324.0,3.0,0.0469,4.48,3.0,0.149,11.3
3915,55.5,329.0,0.0,1550.0,328.0,329.0,50.0,0.0438,4.69,3.0,0.0383,0.371
21939,55.5,330.0,0.0,394.0,329.0,330.0,50.0,0.065,5.6,2.5,0.0305,1.17
6793,52.3,325.0,52.0,-620.0,324.0,316.0,50.0,0.0223,0.766,4.0,0.018,2.12
1481,119.0,327.0,0.0,-1160.0,331.0,330.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
9392,28.7,324.0,83.0,2080.0,323.0,320.0,12.0,0.0357,3.71,4.0,0.109,20.6
16191,28.7,327.0,79.0,-473.0,325.0,319.0,3.0,0.0262,1.37,4.0,0.0586,8.88
21938,55.5,330.0,0.0,394.0,329.0,330.0,50.0,0.0659,5.05,2.5,0.0354,1.11
5985,29.7,325.0,20.0,-710.0,323.0,321.0,6.0,0.0672,13.4,4.0,0.0924,8.5
13243,28.5,327.0,67.0,635.0,325.0,324.0,3.0,0.0394,6.31,3.0,0.0665,10.4
11536,28.5,327.0,61.0,-2080.0,325.0,323.0,3.0,0.0936,9.14,4.0,0.0561,4.83
11492,28.5,327.0,79.0,-373.0,325.0,319.0,3.0,0.0612,5.98,4.0,0.0701,8.68
9244,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0548,2.84,4.0,0.0232,2.07
17728,29.7,327.0,43.0,-1560.0,326.0,321.0,3.0,0.0569,4.47,3.0,0.126,11.4
17193,27.7,327.0,105.0,-533.0,326.0,324.0,3.0,0.0697,9.45,3.0,0.127,13.6
8065,55.7,327.0,0.0,383.0,326.0,327.0,50.0,0.0536,2.14,4.0,0.0565,0.783
7828,29.7,324.0,16.0,-2020.0,323.0,319.0,15.0,0.109,24.0,4.0,0.113,16.8
24753,29.7,327.0,33.0,-2010.0,326.0,321.0,3.0,0.0637,9.16,2.5,0.0163,1.77
17173,29.7,327.0,35.0,2120.0,326.0,322.0,3.0,0.0895,8.04,3.0,0.055,7.07
11674,27.5,327.0,96.0,1070.0,326.0,324.0,3.0,0.0901,9.1,4.0,0.014,0.767
2465,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
23995,28.7,327.0,85.0,-1610.0,326.0,318.0,3.0,0.0172,2.43,2.5,0.0596,7.73
18556,29.7,327.0,37.0,-2080.0,325.0,321.0,3.0,0.0783,8.31,3.0,0.127,11.3
24429,27.7,327.0,97.0,-867.0,326.0,320.0,3.0,0.0914,10.4,2.5,0.0205,2.19
2619,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
6872,28.7,325.0,57.0,-540.0,323.0,318.0,20.0,0.0543,5.86,4.0,0.155,32.5
6648,42.2,327.0,0.0,304.0,326.0,327.0,50.0,0.0313,2.68,4.0,0.0521,3.45
2270,29.5,326.0,14.0,248.0,323.0,323.0,20.0,0.0652,11.0,4.0,0.13,31.7
9842,35.7,327.0,54.0,1540.0,326.0,316.0,3.0,0.0283,1.22,4.0,0.0193,0.397
20423,29.7,326.0,2.0,-441.0,324.0,322.0,20.0,0.173,28.5,3.0,0.113,21.6
142,29.5,326.0,25.0,227.0,324.0,321.0,6.0,0.0514,5.27,4.0,0.0788,15.6
13762,27.5,327.0,2.0,-525.0,325.0,323.0,3.0,0.0479,2.29,3.0,0.109,8.81
5876,28.7,325.0,2.0,2010.0,323.0,319.0,6.0,0.0514,1.13,4.0,0.104,13.8
2249,119.0,325.0,0.0,905.0,327.0,324.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
10105,28.5,327.0,63.0,-1980.0,325.0,319.0,3.0,0.0514,6.38,4.0,0.117,11.7
9961,119.0,330.0,0.0,-1960.0,329.0,330.0,50.0,0.016,2.18,4.0,0.0176,2.87
3346,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0189,0.672,3.0,0.0213,1.22
13761,29.5,327.0,46.0,-1110.0,326.0,319.0,3.0,0.1,8.98,3.0,0.0444,3.67
22518,55.7,330.0,0.0,-1720.0,328.0,330.0,50.0,0.0209,2.07,2.5,0.0196,1.3
18743,28.7,327.0,77.0,1460.0,326.0,322.0,3.0,0.06,9.89,3.0,0.0794,7.26
18470,28.7,327.0,75.0,1290.0,326.0,323.0,3.0,0.0613,7.26,3.0,0.0421,6.48
1026,27.5,325.0,128.0,654.0,325.0,318.0,6.0,0.103,13.2,4.0,0.0362,2.34
22184,28.5,327.0,71.0,-700.0,326.0,324.0,3.0,0.0666,9.0,2.5,0.0342,5.55
8011,119.0,328.0,0.0,-2050.0,327.0,327.0,50.0,0.0195,0.965,4.0,0.0155,2.56
11649,28.5,326.0,77.0,-517.0,325.0,320.0,3.0,0.0888,10.8,4.0,0.102,8.82
1426,119.0,325.0,0.0,905.0,327.0,324.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
10010,55.5,330.0,0.0,136.0,328.0,329.0,50.0,0.0388,7.26,4.0,0.03,1.14
18712,55.7,330.0,0.0,2140.0,329.0,330.0,50.0,0.0456,2.77,3.0,0.0318,1.02
21457,29.5,327.0,22.0,-1040.0,326.0,319.0,3.0,0.0393,5.31,2.5,0.0911,10.9
14081,29.5,327.0,29.0,1750.0,325.0,324.0,3.0,0.0648,15.7,3.0,0.0217,1.66
24944,28.7,327.0,83.0,-1730.0,325.0,321.0,3.0,0.0577,3.14,2.5,0.109,10.2
3185,27.5,326.0,109.0,424.0,325.0,323.0,6.0,0.0428,4.08,3.0,0.059,11.4
24099,27.7,327.0,117.0,1100.0,326.0,316.0,3.0,0.105,9.57,2.5,0.0707,3.18
6000,119.0,328.0,0.0,-978.0,326.0,328.0,50.0,0.02,2.26,4.0,0.0166,1.74
10702,27.5,327.0,113.0,-1540.0,326.0,320.0,3.0,0.0531,4.04,4.0,0.107,10.9
19333,27.7,326.0,122.0,-1490.0,325.0,323.0,6.0,0.0751,12.9,3.0,0.0723,7.05
4721,29.5,326.0,22.0,-120.0,325.0,318.0,6.0,0.0658,3.52,2.5,0.126,14.3
11627,28.5,326.0,75.0,-741.0,325.0,321.0,3.0,0.0699,9.12,4.0,0.11,11.5
11563,47.7,329.0,7.0,-1960.0,327.0,329.0,50.0,0.109,29.2,4.0,0.168,46.1
23339,29.7,327.0,25.0,1560.0,326.0,324.0,3.0,0.0656,8.0,2.5,0.0452,7.18
14857,55.7,330.0,0.0,42.0,329.0,329.0,50.0,0.0475,7.55,4.0,0.0387,2.32
12421,29.5,327.0,26.0,1340.0,326.0,324.0,3.0,0.0518,4.86,3.0,0.0877,11.1
14789,27.7,327.0,122.0,-906.0,326.0,322.0,3.0,0.0931,10.1,4.0,0.074,7.73
17230,55.7,330.0,2.0,2150.0,329.0,330.0,50.0,0.0484,2.16,3.0,0.035,1.49
5597,119.0,328.0,0.0,-978.0,327.0,327.0,50.0,0.0198,0.176,4.0,0.0181,3.56
886,27.5,326.0,111.0,-93.2,325.0,323.0,6.0,0.097,14.7,4.0,0.0171,0.739
5683,29.7,325.0,39.0,229.0,324.0,317.0,6.0,0.0854,15.2,4.0,0.0827,7.38
4613,119.0,329.0,0.0,-486.0,328.0,329.0,6.0,0.0326,1.53,2.5,0.0165,0.731
17189,27.7,327.0,2.0,-554.0,326.0,323.0,3.0,0.0433,5.66,3.0,0.0271,1.92
14587,27.7,327.0,126.0,-511.0,325.0,320.0,3.0,0.0229,1.77,4.0,0.0718,8.65
22154,27.5,327.0,122.0,-684.0,326.0,324.0,3.0,0.0868,8.79,2.5,0.0791,6.7
17903,28.7,327.0,2.0,2070.0,326.0,319.0,3.0,0.0591,1.56,3.0,0.0797,8.65
21895,27.5,327.0,98.0,1350.0,326.0,320.0,3.0,0.108,10.3,2.5,0.0827,6.53
24461,119.0,330.0,0.0,455.0,329.0,330.0,20.0,0.0383,1.25,2.5,0.0167,2.01
12131,28.5,327.0,2.0,-1600.0,326.0,323.0,3.0,0.0709,8.67,3.0,0.034,3.13
21317,27.5,327.0,128.0,36.5,326.0,320.0,3.0,0.106,11.5,2.5,0.0499,2.18
7256,27.7,324.0,120.0,1980.0,322.0,320.0,20.0,0.033,0.928,4.0,0.175,31.3
21907,27.5,327.0,102.0,1800.0,325.0,323.0,3.0,0.0867,8.9,2.5,0.0943,9.56
7616,27.7,324.0,129.0,-2140.0,322.0,318.0,20.0,0.0971,20.5,4.0,0.162,28.8
16001,40.3,326.0,52.0,1320.0,324.0,320.0,50.0,0.0653,5.38,4.0,0.0303,2.08
4475,119.0,329.0,0.0,-486.0,327.0,329.0,6.0,0.0239,1.53,2.5,0.0298,0.583
13840,27.5,327.0,117.0,718.0,325.0,324.0,3.0,0.0934,10.1,3.0,0.0715,6.27
6229,27.7,325.0,78.0,-282.0,324.0,317.0,6.0,0.0544,1.93,4.0,0.0857,15.0
23117,27.7,327.0,97.0,-819.0,326.0,321.0,3.0,0.0876,9.24,2.5,0.0171,3.54
19558,27.7,327.0,102.0,1850.0,326.0,324.0,6.0,0.0863,12.3,3.0,0.11,9.93
10653,27.5,327.0,128.0,-188.0,326.0,323.0,3.0,0.071,7.41,4.0,0.0429,1.88
137,29.5,326.0,2.0,201.0,324.0,320.0,6.0,0.0796,8.1,4.0,0.134,14.7
23639,28.7,327.0,87.0,-1410.0,326.0,318.0,3.0,0.0903,8.04,2.5,0.0505,2.32
8732,27.7,324.0,116.0,-1440.0,323.0,321.0,12.0,0.103,17.8,4.0,0.0673,16.7
1464,119.0,325.0,0.0,905.0,326.0,323.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
10998,29.5,327.0,30.0,-433.0,325.0,322.0,3.0,0.0933,11.8,4.0,0.0245,2.39
13175,29.5,327.0,31.0,1820.0,325.0,318.0,3.0,0.0915,9.91,3.0,0.0738,4.35
3399,29.5,326.0,18.0,519.0,325.0,319.0,6.0,0.0865,13.1,3.0,0.111,10.0
10189,28.5,326.0,71.0,-1040.0,325.0,323.0,3.0,0.0619,8.54,4.0,0.024,2.36
16107,29.7,327.0,16.0,-1920.0,326.0,323.0,3.0,0.0837,8.75,4.0,0.0802,7.16
3157,28.5,326.0,70.0,-1250.0,325.0,317.0,6.0,0.25,14.3,3.0,0.0199,0.942
10542,27.7,327.0,96.0,987.0,326.0,323.0,3.0,0.0332,1.14,4.0,0.0228,1.28
21367,28.5,327.0,64.0,-1390.0,326.0,319.0,3.0,0.0899,9.44,2.5,0.0987,5.18
4841,119.0,327.0,0.0,-1510.0,326.0,327.0,6.0,0.0211,2.25,3.0,0.0146,1.93
556,28.5,326.0,75.0,-1850.0,325.0,322.0,6.0,0.0821,9.09,4.0,0.0633,13.0
2216,119.0,325.0,0.0,905.0,326.0,323.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
17499,27.7,327.0,117.0,625.0,326.0,320.0,3.0,0.0896,8.21,3.0,0.124,9.09
24246,29.7,327.0,30.0,2060.0,326.0,321.0,3.0,0.104,11.0,2.5,0.0249,1.49
8165,27.7,324.0,117.0,-6.26,323.0,320.0,15.0,0.099,20.5,4.0,0.108,19.5
14045,28.5,327.0,87.0,-1510.0,326.0,323.0,3.0,0.0535,2.69,3.0,0.0946,9.17
12116,27.5,327.0,119.0,889.0,325.0,323.0,3.0,0.0824,11.2,3.0,0.0974,7.7
6687,35.7,324.0,91.0,-6.43,323.0,317.0,50.0,0.0451,5.02,4.0,0.0213,0.433
22035,27.5,328.0,98.0,1460.0,326.0,324.0,3.0,0.061,7.19,2.5,0.083,9.86
3554,27.5,326.0,101.0,23.9,325.0,321.0,6.0,0.29,23.4,3.0,0.0577,3.88
5425,28.7,325.0,76.0,1900.0,324.0,321.0,6.0,0.103,15.2,4.0,0.0582,2.68
1416,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
2602,119.0,325.0,70.0,905.0,326.0,323.0,20.0,2.78e-19,0.0,4.0,2.69e-19,0.0
1577,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
14540,29.7,327.0,19.0,-1770.0,325.0,323.0,3.0,0.0792,7.58,4.0,0.108,11.2
24084,28.7,327.0,79.0,2080.0,326.0,323.0,3.0,0.0864,7.74,2.5,0.0408,7.32
22650,55.5,330.0,2.0,386.0,329.0,330.0,50.0,0.0663,6.8,2.5,0.0316,1.08
332,29.5,326.0,2.0,1240.0,324.0,323.0,6.0,0.0976,14.2,4.0,0.0343,1.87
9049,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0531,1.44,4.0,0.0222,0.525
25016,55.7,330.0,0.0,-1720.0,328.0,330.0,50.0,0.0608,1.73,2.5,0.0319,2.15
8367,119.0,328.0,0.0,-2050.0,326.0,327.0,50.0,0.0214,4.96,4.0,0.0269,2.53
8335,27.7,324.0,106.0,-177.0,323.0,321.0,15.0,0.0687,15.4,4.0,0.158,24.2
22203,29.5,327.0,42.0,1060.0,326.0,320.0,3.0,0.0686,3.32,2.5,0.116,11.7
17170,29.7,327.0,35.0,2110.0,325.0,322.0,3.0,0.0887,13.4,3.0,0.0519,5.6
15266,28.7,327.0,84.0,49.8,325.0,323.0,3.0,0.0481,4.5,4.0,0.133,12.3
19387,28.7,327.0,2.0,-140.0,325.0,320.0,6.0,0.107,8.81,3.0,0.147,15.8
8592,119.0,327.0,0.0,383.0,326.0,328.0,50.0,0.0254,0.658,4.0,0.0184,0.475
341,29.5,326.0,47.0,1290.0,324.0,322.0,6.0,0.0772,10.5,4.0,0.0643,12.3
15407,28.7,327.0,81.0,-174.0,326.0,324.0,3.0,0.0711,8.25,4.0,0.0745,6.99
8891,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0531,0.65,4.0,0.0242,1.08
13458,27.5,327.0,126.0,1670.0,325.0,321.0,3.0,0.0503,7.23,3.0,0.103,10.7
17015,30.4,327.0,13.0,43.9,325.0,314.0,3.0,0.0231,1.03,3.0,0.0188,1.64
5455,27.7,325.0,106.0,-993.0,324.0,318.0,6.0,0.105,10.3,4.0,0.118,13.3
19850,27.7,326.0,123.0,-1390.0,325.0,320.0,6.0,0.0794,9.82,3.0,0.0484,11.7
21773,28.5,327.0,57.0,2040.0,326.0,322.0,3.0,0.0595,9.9,2.5,0.0761,8.26
21139,29.5,327.0,45.0,1470.0,326.0,321.0,3.0,0.0788,8.24,2.5,0.0439,1.76
12455,29.5,327.0,41.0,-1530.0,325.0,322.0,3.0,0.0873,4.72,3.0,0.0947,10.4
3340,29.5,326.0,14.0,358.0,325.0,323.0,6.0,0.0891,14.5,3.0,0.0175,2.56
21452,29.5,327.0,22.0,-1070.0,326.0,321.0,3.0,0.064,4.29,2.5,0.158,11.1
25008,119.0,330.0,0.0,455.0,329.0,330.0,20.0,0.0194,1.18,2.5,0.0176,3.75
23386,28.7,327.0,2.0,1090.0,325.0,322.0,3.0,0.0601,5.81,2.5,0.0733,7.85
3136,29.5,327.0,26.0,935.0,325.0,319.0,6.0,0.0641,6.75,3.0,0.0656,12.0
2079,119.0,328.0,7.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
8998,55.7,327.0,2.0,-978.0,326.0,327.0,50.0,0.0594,3.03,4.0,0.0225,1.05
19804,55.7,330.0,0.0,-927.0,328.0,330.0,50.0,0.0386,10.5,3.0,0.0316,2.74
7402,55.7,328.0,0.0,-2050.0,327.0,327.0,50.0,0.0475,2.17,4.0,0.0228,1.88
7186,27.7,324.0,106.0,1790.0,323.0,321.0,20.0,0.094,20.6,4.0,0.138,28.3
6696,118.0,327.0,5.0,-1220.0,325.0,328.0,50.0,0.182,31.8,4.0,0.29,50.0
13379,28.5,327.0,85.0,-1920.0,325.0,323.0,3.0,0.0532,6.48,3.0,0.133,11.7
5365,119.0,327.0,2.0,-978.0,326.0,327.0,50.0,0.0225,1.56,4.0,0.0151,2.59
24487,29.7,327.0,37.0,-1710.0,326.0,317.0,3.0,0.0921,9.72,2.5,0.0817,8.85
13427,27.5,327.0,111.0,355.0,326.0,323.0,3.0,0.076,8.34,3.0,0.0251,2.66
24614,29.7,327.0,16.0,620.0,325.0,319.0,3.0,0.0732,7.39,2.5,0.109,8.87
21935,27.5,327.0,124.0,-305.0,326.0,324.0,3.0,0.0464,5.31,2.5,0.114,12.3
3174,55.5,330.0,0.0,1550.0,328.0,329.0,50.0,0.0532,6.72,3.0,0.0233,4.14
