,Z1_ActualPosition,Y1_OutputCurrent,X1_DCBusVoltage,X1_OutputCurrent,S1_ActualPosition
18777,29.7,325.0,0.104,327.0,-1760.0
2913,119.0,328.0,0.0183,330.0,339.0
21198,27.5,326.0,0.0502,327.0,1900.0
22106,29.5,325.0,0.0659,327.0,1120.0
15939,29.7,326.0,0.0474,327.0,-932.0
24769,29.7,326.0,0.079,327.0,1990.0
23159,55.7,328.0,0.0586,330.0,-1720.0
10852,29.5,326.0,0.0782,327.0,-1050.0
16937,29.7,325.0,0.1,327.0,-1620.0
21142,29.5,326.0,0.108,327.0,1480.0
18416,55.7,329.0,0.0635,330.0,2150.0
15527,28.7,325.0,0.0781,327.0,92.3
13962,28.5,326.0,0.0844,327.0,-344.0
4515,119.0,327.0,0.021,329.0,-486.0
4589,29.5,325.0,0.0683,326.0,77.1
18772,29.7,325.0,0.101,327.0,566.0
16134,29.7,326.0,0.111,327.0,1190.0
10948,29.5,326.0,0.0977,327.0,1080.0
263,29.5,324.0,0.0858,326.0,873.0
1024,27.5,325.0,0.0934,326.0,643.0
14886,29.7,325.0,0.0839,326.0,13.5
15937,29.7,325.0,0.0965,327.0,-942.0
10860,28.5,325.0,0.0869,327.0,-1250.0
9017,119.0,326.0,0.0197,327.0,383.0
1593,119.0,327.0,2.78e-19,325.0,905.0
13685,29.5,326.0,0.0583,327.0,-1510.0
20588,119.0,329.0,2.78e-19,330.0,-273.0
14041,28.5,325.0,0.0639,327.0,-1530.0
7869,36.6,322.0,0.056,323.0,315.0
20021,119.0,328.0,0.0198,330.0,2150.0
15521,28.7,326.0,0.0435,327.0,60.3
16288,27.7,326.0,0.0826,327.0,-350.0
12520,29.5,326.0,0.0883,327.0,-1600.0
942,27.5,324.0,0.0254,325.0,206.0
17924,27.7,326.0,0.0623,327.0,1170.0
8300,119.0,326.0,0.0205,328.0,-2050.0
8298,119.0,326.0,0.026,328.0,-2050.0
9118,119.0,326.0,0.0218,328.0,383.0
11464,29.5,326.0,0.0637,327.0,-1510.0
17634,27.7,326.0,0.0952,327.0,1620.0
21715,27.5,326.0,0.0462,327.0,-1740.0
15415,29.7,326.0,0.071,327.0,430.0
18007,29.7,325.0,0.0881,327.0,1630.0
915,27.5,325.0,0.103,326.0,61.7
17987,29.7,326.0,0.0801,327.0,449.0
17639,27.7,326.0,0.0663,327.0,1640.0
2521,119.0,333.0,2.79e-19,328.0,-1160.0
818,27.5,325.0,0.0673,326.0,-456.0
20406,107.0,328.0,0.02,329.0,-273.0
2942,27.5,325.0,0.0673,327.0,50.7
6843,119.0,326.0,0.0204,327.0,306.0
19221,119.0,328.0,0.023,330.0,2150.0
3063,29.5,325.0,0.107,326.0,1270.0
17414,29.7,325.0,0.0514,327.0,939.0
13274,29.5,326.0,0.095,327.0,1080.0
16999,28.7,326.0,0.0441,327.0,-2110.0
9075,55.7,326.0,0.0516,327.0,-978.0
7316,55.7,326.0,0.0501,327.0,-2050.0
17099,28.7,326.0,0.0513,327.0,561.0
7723,27.7,323.0,0.101,324.0,-406.0
12192,29.5,325.0,0.0861,327.0,218.0
6726,119.0,327.0,0.0192,328.0,-1220.0
21374,28.5,325.0,0.0942,327.0,-1350.0
9398,28.7,322.0,0.0408,324.0,2110.0
23553,28.7,326.0,0.106,327.0,1500.0
14513,28.7,326.0,0.0964,327.0,1730.0
14128,28.5,326.0,0.0969,327.0,-269.0
14594,27.7,326.0,0.0728,327.0,-1970.0
17478,55.7,329.0,0.0491,330.0,2150.0
17048,29.7,325.0,0.0561,327.0,1830.0
19169,28.7,325.0,0.0926,327.0,1230.0
631,28.5,325.0,0.0386,326.0,-1450.0
6754,29.7,324.0,0.0276,326.0,-1120.0
17321,27.7,326.0,0.0822,327.0,1880.0
10811,27.5,326.0,0.0749,327.0,-1650.0
108,29.5,324.0,0.0786,325.0,45.9
9064,55.7,326.0,0.0521,327.0,-978.0
3515,29.5,325.0,0.0903,326.0,540.0
18247,29.7,325.0,0.0864,327.0,-1890.0
10686,29.5,325.0,0.0558,327.0,-1290.0
4686,119.0,327.0,0.0411,329.0,339.0
17092,28.7,326.0,0.108,327.0,844.0
3106,37.3,326.0,0.0271,327.0,-318.0
6042,55.7,327.0,0.0495,328.0,231.0
2992,119.0,328.0,0.0358,330.0,339.0
4823,119.0,326.0,0.0205,328.0,-1220.0
17805,29.7,325.0,0.0829,327.0,1150.0
11428,28.5,325.0,0.0519,327.0,-1180.0
19312,28.7,325.0,0.0846,327.0,868.0
6704,119.0,326.0,0.0226,328.0,-1220.0
22530,29.5,326.0,0.0453,327.0,-433.0
17791,28.7,326.0,0.0891,327.0,881.0
8120,28.7,322.0,0.0926,323.0,-737.0
16162,27.7,326.0,0.0815,327.0,-1110.0
10916,29.5,325.0,0.0873,327.0,202.0
17289,29.7,325.0,0.0852,327.0,1130.0
24669,28.7,326.0,0.0646,327.0,-1140.0
21461,55.7,329.0,0.0155,330.0,-1720.0
4447,119.0,328.0,0.0194,329.0,339.0
15503,28.7,325.0,0.077,327.0,183.0
20018,119.0,328.0,0.0211,330.0,2150.0
246,29.5,324.0,0.0672,325.0,782.0
8074,29.7,322.0,0.0579,324.0,-1460.0
7604,29.9,324.0,0.0273,325.0,1600.0
5540,119.0,326.0,0.0195,328.0,-978.0
435,28.5,325.0,0.0963,326.0,1800.0
58,29.5,324.0,0.0984,326.0,-223.0
21998,28.5,326.0,0.117,327.0,-1490.0
12452,29.5,326.0,0.0837,327.0,-1540.0
14033,27.5,326.0,0.0886,327.0,665.0
7921,29.7,323.0,0.144,324.0,-1750.0
12178,28.5,325.0,0.0412,327.0,779.0
23588,29.7,325.0,0.0737,327.0,-901.0
10586,29.5,326.0,0.0574,327.0,-471.0
22168,28.5,326.0,0.089,327.0,-2080.0
1467,119.0,326.0,2.78e-19,325.0,905.0
965,27.5,324.0,0.0865,326.0,329.0
18608,28.7,326.0,0.0708,327.0,-288.0
10061,28.5,325.0,0.0811,327.0,-1780.0
5905,55.7,327.0,0.0644,328.0,201.0
22411,27.5,326.0,0.0739,327.0,84.3
2049,27.5,324.0,0.0765,326.0,1630.0
9362,29.7,323.0,0.0345,324.0,562.0
10381,27.5,326.0,0.0958,327.0,1490.0
7310,55.7,326.0,0.0541,327.0,-2050.0
5584,29.7,324.0,0.0682,325.0,-10.7
15054,28.7,325.0,0.0846,327.0,2030.0
3033,27.5,325.0,0.0829,326.0,1080.0
14720,29.7,325.0,0.0917,327.0,120.0
10887,28.5,325.0,0.0655,327.0,-1490.0
4647,29.5,325.0,0.0814,326.0,-307.0
14749,28.7,326.0,0.0913,327.0,274.0
3075,29.5,325.0,0.104,326.0,1060.0
23540,29.7,326.0,0.0743,327.0,1890.0
606,28.5,324.0,0.107,326.0,-1590.0
21997,28.5,326.0,0.0982,328.0,-1490.0
22084,28.5,326.0,0.0715,327.0,-1510.0
18499,29.7,326.0,0.107,327.0,299.0
17630,35.1,326.0,0.0254,327.0,-736.0
1025,27.5,324.0,0.0945,326.0,649.0
7585,27.7,323.0,0.0417,325.0,1820.0
11179,27.5,326.0,0.109,327.0,-1910.0
23458,27.7,326.0,0.0779,327.0,1220.0
7195,27.7,322.0,0.0789,324.0,1890.0
24301,27.7,326.0,0.0657,327.0,-2020.0
22187,27.5,326.0,0.0434,327.0,-236.0
6003,119.0,327.0,0.0189,328.0,-978.0
9510,55.7,326.0,0.0488,327.0,-978.0
21299,55.5,329.0,0.0629,330.0,394.0
7751,119.0,326.0,0.0261,327.0,-2050.0
6777,29.7,323.0,0.115,324.0,-813.0
8725,119.0,326.0,0.031,328.0,383.0
15030,28.7,325.0,0.0588,327.0,-2000.0
22548,55.5,328.0,0.066,330.0,394.0
5539,119.0,326.0,0.0418,328.0,-978.0
20528,119.0,329.0,2.78e-19,330.0,-273.0
7333,29.7,323.0,0.0891,324.0,430.0
6651,57.2,326.0,0.0329,327.0,306.0
16303,27.7,326.0,0.0673,327.0,1290.0
17409,27.7,326.0,0.11,327.0,305.0
18639,28.7,326.0,0.0939,327.0,-453.0
19377,55.7,328.0,0.0383,329.0,-927.0
8380,28.7,323.0,0.13,324.0,-1130.0
19498,104.0,328.0,0.126,329.0,2150.0
1235,28.5,323.0,0.0864,325.0,900.0
4444,119.0,327.0,0.0265,328.0,339.0
12477,33.8,326.0,0.0199,327.0,-1320.0
13153,29.5,326.0,0.0476,327.0,815.0
24070,27.7,326.0,0.0931,327.0,1430.0
547,28.5,324.0,0.0457,326.0,-1900.0
696,28.5,324.0,0.07,326.0,-1110.0
11100,28.5,326.0,0.0869,327.0,-32.1
23172,32.1,326.0,0.0244,327.0,-952.0
19395,28.7,326.0,0.109,327.0,-97.4
25009,119.0,329.0,0.0225,330.0,455.0
17451,28.7,326.0,0.0729,327.0,1750.0
17849,28.7,326.0,0.0639,327.0,1130.0
975,27.5,324.0,0.0921,326.0,382.0
8075,29.7,322.0,0.0572,324.0,-1460.0
16317,27.7,326.0,0.0464,327.0,-634.0
2100,29.5,325.0,0.132,326.0,564.0
3665,119.0,328.0,0.0202,329.0,339.0
15339,28.7,326.0,0.107,327.0,1900.0
2588,119.0,332.0,2.79e-19,328.0,-1160.0
16050,29.7,325.0,0.043,327.0,-1380.0
15550,28.7,325.0,0.0913,327.0,-868.0
21177,27.5,326.0,0.0833,327.0,-1320.0
23405,28.7,326.0,0.0585,327.0,1030.0
10249,28.5,325.0,0.0688,327.0,31.9
17871,119.0,328.0,0.0157,330.0,42.0
2175,29.5,324.0,0.0995,325.0,301.0
17045,29.7,325.0,0.0502,327.0,1810.0
4453,119.0,328.0,0.0195,329.0,339.0
17105,28.7,325.0,0.0555,327.0,593.0
14015,29.5,325.0,0.0501,327.0,-1870.0
870,27.5,325.0,0.104,326.0,-178.0
22699,27.5,326.0,0.0725,327.0,-1590.0
13884,27.5,325.0,0.0802,326.0,1370.0
16182,27.7,325.0,0.0468,327.0,-570.0
13351,27.5,325.0,0.0783,327.0,2040.0
21303,55.5,329.0,0.0656,330.0,394.0
12213,28.5,325.0,0.108,327.0,-108.0
674,28.5,325.0,0.107,326.0,-1220.0
18544,28.7,326.0,0.055,327.0,-1580.0
15973,28.7,326.0,0.0956,327.0,-366.0
561,28.5,325.0,0.0715,326.0,-1830.0
2215,119.0,332.0,2.79e-19,328.0,-1160.0
1438,29.5,324.0,0.0501,326.0,505.0
3086,27.5,325.0,0.0414,327.0,1150.0
4518,119.0,327.0,0.0189,329.0,-486.0
6820,119.0,327.0,0.0216,328.0,-1220.0
11024,29.5,325.0,0.0496,327.0,848.0
1613,28.5,324.0,0.0308,326.0,1320.0
7541,34.9,324.0,0.0292,325.0,939.0
6447,27.7,324.0,0.106,325.0,-42.4
9327,80.2,325.0,0.135,327.0,383.0
15578,28.7,325.0,0.0595,326.0,-937.0
104,29.5,324.0,0.0778,325.0,24.7
12465,27.5,325.0,0.0939,327.0,1890.0
3889,29.5,325.0,0.0905,326.0,1350.0
299,29.5,324.0,0.0632,326.0,1070.0
7355,119.0,327.0,0.0196,328.0,306.0
14064,28.5,326.0,0.0712,327.0,-178.0
22157,29.5,326.0,0.101,327.0,-807.0
7057,28.7,323.0,0.0433,325.0,-290.0
12204,55.5,328.0,0.0443,330.0,-2060.0
138,29.5,324.0,0.0741,326.0,206.0
4694,119.0,328.0,0.0225,329.0,339.0
24698,119.0,329.0,0.0201,330.0,455.0
22500,29.5,326.0,0.0488,327.0,-540.0
4132,29.5,325.0,0.0949,326.0,1170.0
24977,27.7,326.0,0.0973,327.0,771.0
3656,29.5,325.0,0.0423,326.0,695.0
20034,29.7,326.0,0.0779,327.0,-535.0
15197,27.7,326.0,0.0732,327.0,-1520.0
17812,29.7,326.0,0.0531,327.0,1180.0
8942,28.7,322.0,0.117,324.0,2040.0
4443,119.0,327.0,0.0249,328.0,339.0
7460,27.7,323.0,0.118,323.0,2130.0
12332,29.5,325.0,0.0727,326.0,250.0
4423,29.5,325.0,0.0865,326.0,-376.0
7871,46.6,323.0,0.058,324.0,325.0
645,28.5,325.0,0.0395,326.0,-1380.0
16796,27.7,326.0,0.0709,327.0,-1270.0
6747,119.0,326.0,0.0236,327.0,306.0
24053,27.7,326.0,0.0897,327.0,963.0
18119,29.7,326.0,0.0747,327.0,2060.0
13917,29.5,326.0,0.0936,327.0,1980.0
9210,119.0,326.0,0.0285,328.0,383.0
6867,29.7,322.0,0.0531,325.0,-1030.0
19404,27.7,325.0,0.0615,327.0,1670.0
13294,28.5,325.0,0.048,327.0,-2000.0
3435,29.5,325.0,0.0405,327.0,1460.0
22173,28.5,326.0,0.114,327.0,-2050.0
18490,29.7,325.0,0.0532,327.0,-1400.0
8908,55.7,326.0,0.0502,327.0,-978.0
8894,55.7,326.0,0.054,327.0,-978.0
21423,28.5,326.0,0.0624,328.0,-1750.0
23202,27.7,326.0,0.101,327.0,-739.0
22413,27.5,326.0,0.0675,327.0,95.2
481,28.5,325.0,0.111,325.0,2040.0
17127,28.9,326.0,0.0224,327.0,-1320.0
14861,55.7,329.0,0.0537,330.0,42.0
17319,29.7,326.0,0.0785,327.0,1940.0
652,28.5,324.0,0.0404,326.0,-1340.0
21509,29.5,326.0,0.0825,327.0,634.0
8558,28.7,323.0,0.0849,324.0,1870.0
3858,55.5,328.0,0.0452,329.0,1550.0
3838,119.0,328.0,0.0174,329.0,339.0
16148,27.7,326.0,0.106,327.0,-1980.0
6070,28.7,324.0,0.0982,325.0,1150.0
24267,29.7,326.0,0.113,327.0,-1810.0
13191,29.5,325.0,0.0676,327.0,277.0
14725,29.7,325.0,0.052,327.0,147.0
1592,119.0,326.0,2.78e-19,325.0,905.0
4130,29.5,325.0,0.0938,326.0,1160.0
7299,119.0,326.0,0.0299,327.0,306.0
10295,28.5,326.0,0.098,327.0,384.0
20500,119.0,329.0,2.78e-19,330.0,-273.0
21362,27.5,326.0,0.1,327.0,-961.0
22207,27.5,326.0,0.0708,327.0,250.0
10626,27.5,325.0,0.0679,327.0,-1140.0
8741,29.7,323.0,0.102,324.0,1220.0
14891,29.7,325.0,0.0877,326.0,40.2
24770,29.7,326.0,0.0988,327.0,2000.0
10184,28.5,326.0,0.0867,327.0,-1070.0
13826,28.5,325.0,0.101,326.0,2040.0
24223,27.7,326.0,0.0746,327.0,-451.0
9913,119.0,329.0,0.0212,330.0,-1960.0
4856,29.5,326.0,0.0193,327.0,-1250.0
2440,119.0,332.0,2.79e-19,328.0,-1160.0
19212,27.7,325.0,0.1,327.0,1730.0
14031,27.5,325.0,0.0579,327.0,654.0
537,28.5,325.0,0.0802,326.0,-1960.0
22524,29.5,326.0,0.0572,327.0,933.0
8092,28.7,323.0,0.109,324.0,-887.0
9555,55.7,326.0,0.0576,327.0,-991.0
17990,29.7,325.0,0.099,326.0,465.0
17785,28.7,326.0,0.0621,327.0,42.8
3984,55.5,328.0,0.0477,330.0,1540.0
17196,27.7,326.0,0.0706,327.0,-517.0
14489,29.7,322.0,0.08,323.0,-2050.0
334,29.5,325.0,0.103,326.0,1250.0
11172,28.5,325.0,0.0767,327.0,1850.0
24160,28.7,326.0,0.0953,327.0,1790.0
732,27.5,325.0,0.0852,326.0,-915.0
13773,27.5,326.0,0.106,327.0,1190.0
5832,28.7,324.0,0.0771,325.0,1070.0
15426,27.7,325.0,0.0761,327.0,1820.0
17401,27.7,326.0,0.0923,327.0,262.0
4843,119.0,326.0,0.0271,327.0,-1510.0
14761,29.7,325.0,0.241,326.0,-659.0
13267,32.5,326.0,0.0314,327.0,-601.0
20504,119.0,329.0,2.78e-19,330.0,-273.0
10590,27.5,325.0,0.0681,326.0,-1760.0
18806,28.7,326.0,0.0798,327.0,-1800.0
72,29.5,324.0,0.102,326.0,-148.0
6248,54.7,324.0,0.148,325.0,757.0
2040,27.5,324.0,0.125,325.0,1580.0
1502,119.0,327.0,2.78e-19,325.0,905.0
8496,28.7,323.0,0.0986,324.0,1810.0
18443,28.7,326.0,0.0637,328.0,1250.0
22709,27.5,326.0,0.0888,327.0,-518.0
9226,55.7,326.0,0.0504,327.0,-978.0
2154,119.0,332.0,2.79e-19,328.0,-1160.0
12656,28.5,325.0,0.0733,327.0,816.0
10769,29.5,325.0,0.0821,327.0,949.0
10022,29.5,325.0,0.0541,327.0,84.3
15548,28.7,325.0,0.0716,327.0,-878.0
9368,29.7,323.0,0.104,324.0,594.0
22547,55.5,329.0,0.0652,330.0,394.0
22564,27.5,326.0,0.0809,327.0,-438.0
24587,27.7,326.0,0.0632,327.0,1700.0
19559,28.7,326.0,0.0708,327.0,25.4
7347,28.7,323.0,0.0317,325.0,1160.0
13835,27.5,326.0,0.0634,327.0,692.0
387,28.5,325.0,0.0846,326.0,1540.0
9094,29.7,323.0,0.112,324.0,1040.0
9960,119.0,329.0,0.0212,330.0,-1960.0
16023,119.0,328.0,0.0174,330.0,-2060.0
17718,27.7,326.0,0.0754,327.0,993.0
10909,55.5,328.0,0.0413,330.0,136.0
12632,28.5,326.0,0.089,327.0,-434.0
23290,27.7,326.0,0.079,327.0,536.0
11616,44.4,327.0,0.118,329.0,-1960.0
23153,28.7,326.0,0.0685,327.0,920.0
17888,32.8,326.0,0.0284,327.0,-1390.0
11643,32.7,326.0,0.0275,327.0,1590.0
2208,119.0,326.0,2.78e-19,325.0,905.0
22021,27.5,326.0,0.106,327.0,1600.0
13686,29.5,325.0,0.0676,327.0,-1500.0
5345,27.7,324.0,0.111,325.0,42.9
3053,29.5,325.0,0.104,326.0,401.0
10690,29.5,325.0,0.0431,327.0,-1270.0
14849,27.7,325.0,0.0914,327.0,1770.0
2561,27.5,325.0,0.116,326.0,1950.0
12310,27.5,325.0,0.0612,327.0,1820.0
13300,27.5,325.0,0.0979,327.0,440.0
13510,28.5,325.0,0.0957,326.0,2010.0
9389,55.7,326.0,0.0492,328.0,-978.0
371,34.2,325.0,0.0223,327.0,1450.0
15902,39.3,326.0,0.0216,327.0,1380.0
12481,28.5,325.0,0.0692,326.0,1930.0
17494,27.7,325.0,0.067,327.0,598.0
8715,29.7,323.0,0.0905,324.0,925.0
10838,55.5,328.0,0.0408,330.0,136.0
4044,55.5,328.0,0.0579,329.0,1550.0
2600,119.0,332.0,2.79e-19,328.0,-1160.0
4455,119.0,328.0,0.0217,329.0,339.0
21719,27.5,326.0,0.0993,327.0,-1720.0
4489,119.0,328.0,0.0255,329.0,-486.0
23511,29.7,326.0,0.0603,327.0,1790.0
22546,55.5,329.0,0.0629,330.0,394.0
21721,27.5,326.0,0.0672,327.0,-1710.0
5518,27.7,324.0,0.0484,325.0,-442.0
21364,27.5,326.0,0.0866,327.0,-950.0
23416,119.0,329.0,0.0172,330.0,455.0
18042,27.7,326.0,0.0882,327.0,134.0
9076,55.7,326.0,0.0524,327.0,-978.0
5553,27.7,323.0,0.069,325.0,-138.0
2489,119.0,332.0,2.79e-19,328.0,-1160.0
8714,29.7,323.0,0.183,324.0,920.0
21761,29.5,326.0,0.0762,327.0,-289.0
8654,27.7,323.0,0.0647,324.0,-1370.0
9216,119.0,326.0,0.0203,327.0,383.0
5567,27.7,323.0,0.11,324.0,-1470.0
3561,28.5,325.0,0.0812,327.0,-1300.0
840,27.5,324.0,0.0423,326.0,-338.0
14550,119.0,328.0,0.0243,330.0,-2060.0
23182,27.7,326.0,0.0665,327.0,824.0
6495,29.7,324.0,0.0896,325.0,181.0
24245,29.7,326.0,0.0856,327.0,2050.0
3948,119.0,328.0,0.0209,329.0,1550.0
9228,55.7,326.0,0.051,328.0,-978.0
4563,119.0,325.0,0.181,326.0,339.0
13346,27.5,325.0,0.0942,326.0,2020.0
18661,55.7,329.0,0.0519,330.0,2110.0
7323,28.7,323.0,0.11,324.0,1460.0
11152,29.5,325.0,0.0479,327.0,773.0
13539,28.5,325.0,0.0677,326.0,1900.0
8241,28.7,323.0,0.0489,324.0,-518.0
23427,55.7,328.0,0.0497,330.0,-1720.0
16112,28.7,326.0,0.0955,327.0,1800.0
4639,79.6,326.0,0.0154,328.0,339.0
13912,29.5,326.0,0.0911,327.0,1960.0
13380,28.5,325.0,0.0594,327.0,-1920.0
11601,28.5,326.0,0.0745,327.0,144.0
19827,27.7,325.0,0.106,326.0,-1890.0
17676,29.7,326.0,0.0566,327.0,-2010.0
17411,29.7,325.0,0.104,327.0,923.0
23953,29.7,326.0,0.0961,327.0,-1200.0
21329,28.5,326.0,0.0968,327.0,895.0
583,28.5,324.0,0.105,326.0,-1710.0
111,29.5,324.0,0.106,325.0,62.1
8577,29.7,323.0,0.109,324.0,407.0
8866,29.7,321.0,0.13,322.0,388.0
3616,119.0,328.0,0.0306,330.0,339.0
14820,28.7,325.0,0.0642,327.0,-756.0
7412,81.2,325.0,0.134,327.0,306.0
19372,28.7,326.0,0.0418,327.0,1080.0
19897,29.7,326.0,0.0977,327.0,-1960.0
8631,27.7,323.0,0.109,324.0,-1820.0
6304,29.7,323.0,0.111,325.0,-299.0
402,28.5,325.0,0.0525,326.0,1610.0
24286,27.7,326.0,0.0996,327.0,200.0
14138,66.5,327.0,0.0974,329.0,136.0
12186,29.5,325.0,0.0784,326.0,186.0
13323,29.5,326.0,0.104,327.0,-906.0
44,29.5,325.0,0.0836,326.0,-297.0
24827,38.4,326.0,0.02,327.0,-376.0
6050,28.7,323.0,0.0832,324.0,1370.0
18082,28.7,325.0,0.0941,327.0,486.0
14996,29.7,326.0,0.0929,327.0,1090.0
9323,29.7,323.0,0.159,324.0,743.0
21230,27.5,326.0,0.0499,327.0,-284.0
2101,29.5,324.0,0.0818,326.0,569.0
2970,28.5,325.0,0.0704,326.0,-1140.0
813,27.5,325.0,0.0857,326.0,-482.0
18641,28.7,326.0,0.0915,327.0,-443.0
24560,29.7,326.0,0.0667,327.0,2110.0
6007,119.0,326.0,0.0249,327.0,-978.0
6725,28.7,324.0,0.0549,325.0,-140.0
4106,27.5,325.0,0.0434,327.0,1180.0
13904,27.5,325.0,0.0822,327.0,1920.0
4492,119.0,328.0,0.0291,329.0,-486.0
24511,28.7,326.0,0.0763,327.0,-1450.0
1022,27.5,325.0,0.0982,326.0,633.0
19874,54.7,324.0,0.229,325.0,-412.0
6418,29.7,323.0,0.066,325.0,-395.0
7985,28.7,322.0,0.0518,324.0,-652.0
11138,119.0,329.0,0.0284,330.0,-1960.0
17462,55.7,329.0,0.0647,330.0,2150.0
18223,27.7,326.0,0.109,327.0,1290.0
5900,51.4,323.0,0.0652,324.0,176.0
2556,27.5,325.0,0.317,326.0,1920.0
8575,29.7,319.0,0.12,320.0,397.0
5342,28.7,324.0,0.0952,325.0,1730.0
4703,119.0,327.0,0.0234,329.0,339.0
19839,55.7,328.0,0.0408,329.0,-927.0
22059,27.5,326.0,0.104,327.0,1540.0
21486,28.5,326.0,0.0756,327.0,260.0
4125,29.5,325.0,0.1,326.0,1140.0
21391,55.7,329.0,0.0188,330.0,-1720.0
446,28.5,325.0,0.0522,326.0,1850.0
3565,29.5,325.0,0.121,326.0,807.0
8160,27.7,323.0,0.0873,324.0,-86.3
3622,27.5,325.0,0.0458,327.0,1460.0
11516,28.5,325.0,0.0744,326.0,-624.0
18310,28.7,326.0,0.0909,327.0,219.0
17970,29.7,325.0,0.0946,327.0,-1940.0
11119,28.5,325.0,0.0842,327.0,-789.0
9144,29.7,322.0,0.0558,324.0,1100.0
3938,119.0,328.0,0.0182,329.0,339.0
6450,27.7,324.0,0.0894,325.0,-26.4
6406,39.4,324.0,0.0159,325.0,789.0
1355,28.5,324.0,0.116,325.0,1270.0
6769,29.7,324.0,0.132,324.0,-984.0
22609,29.5,326.0,0.0849,327.0,-172.0
14643,71.0,327.0,0.144,329.0,-2060.0
23894,29.4,326.0,0.0225,327.0,-904.0
17266,29.7,326.0,0.0601,327.0,-918.0
3618,27.5,325.0,0.0665,326.0,1440.0
24798,29.7,326.0,0.0632,327.0,1010.0
14623,27.7,326.0,0.086,327.0,1190.0
10957,29.5,326.0,0.0702,327.0,1350.0
5491,29.7,324.0,0.11,325.0,619.0
11002,29.5,325.0,0.0862,326.0,-412.0
23598,119.0,329.0,0.0249,330.0,455.0
1610,119.0,326.0,2.78e-19,324.0,905.0
8772,55.7,326.0,0.0534,327.0,-978.0
24255,27.7,326.0,0.0606,327.0,1280.0
15048,29.7,325.0,0.0573,326.0,-291.0
8066,55.7,326.0,0.0528,327.0,383.0
9451,27.7,323.0,0.0573,324.0,-1740.0
8977,55.7,326.0,0.0607,328.0,-978.0
14899,51.8,326.0,0.0337,327.0,684.0
11756,29.5,325.0,0.0888,327.0,458.0
8924,55.7,326.0,0.0523,327.0,-978.0
23537,29.7,326.0,0.0923,327.0,1870.0
21959,29.5,326.0,0.0885,327.0,15.0
19154,28.7,326.0,0.0888,327.0,-252.0
16006,29.7,326.0,0.0523,327.0,-1520.0
11423,27.5,326.0,0.0624,327.0,1170.0
12268,28.5,325.0,0.0504,327.0,-1480.0
16811,27.7,326.0,0.0696,327.0,-810.0
21909,27.5,326.0,0.0832,327.0,1810.0
6498,29.7,323.0,0.096,324.0,197.0
13996,27.5,326.0,0.0617,327.0,1130.0
19363,28.7,325.0,0.0657,327.0,1410.0
21799,28.5,326.0,0.0726,327.0,-556.0
57,29.5,325.0,0.0765,326.0,-228.0
21197,27.5,326.0,0.0536,327.0,1900.0
9105,55.7,326.0,0.0477,327.0,-978.0
2535,119.0,332.0,2.79e-19,328.0,-1160.0
23186,28.7,326.0,0.107,327.0,1260.0
7306,119.0,326.0,0.0288,327.0,306.0
19209,27.7,325.0,0.107,326.0,1720.0
24182,68.5,326.0,0.115,328.0,455.0
18751,28.7,326.0,0.0794,327.0,-1720.0
22390,29.5,326.0,0.0432,327.0,479.0
18714,55.7,329.0,0.0631,330.0,2140.0
13849,27.5,325.0,0.0449,327.0,24.4
773,27.5,324.0,0.091,326.0,-696.0
19799,55.7,328.0,0.0466,329.0,-927.0
1263,119.0,332.0,2.79e-19,328.0,-1160.0
15001,28.7,326.0,0.0893,327.0,-1660.0
16909,27.7,326.0,0.0793,327.0,32.7
6642,28.7,324.0,0.115,325.0,-343.0
485,28.5,324.0,0.074,326.0,2060.0
19905,119.0,328.0,0.0237,330.0,2150.0
1968,119.0,326.0,2.78e-19,325.0,905.0
11427,27.5,326.0,0.056,327.0,1190.0
7237,29.7,323.0,0.122,323.0,801.0
18486,29.7,325.0,0.0508,327.0,-1420.0
7366,119.0,326.0,0.0299,327.0,306.0
17079,29.7,326.0,0.11,327.0,-1170.0
22627,27.5,326.0,0.0817,327.0,-1010.0
8252,29.7,322.0,0.094,324.0,-1660.0
3433,29.5,325.0,0.0413,327.0,1450.0
12555,29.5,325.0,0.0919,327.0,901.0
1337,119.0,333.0,2.79e-19,329.0,-1160.0
18667,27.7,325.0,0.0473,327.0,-661.0
14737,119.0,329.0,0.0225,330.0,-2060.0
19788,55.7,328.0,0.0442,330.0,-932.0
6828,28.7,323.0,0.128,325.0,-444.0
12559,27.5,326.0,0.0955,327.0,-787.0
8303,119.0,326.0,0.0236,328.0,-2050.0
23503,30.0,326.0,0.0214,327.0,-227.0
10050,29.5,326.0,0.0907,327.0,-1760.0
875,27.5,325.0,0.0968,326.0,-152.0
15940,29.7,325.0,0.0832,327.0,-926.0
806,27.5,325.0,0.0812,326.0,-520.0
13873,29.5,326.0,0.0938,327.0,-2050.0
4559,119.0,323.0,0.18,324.0,339.0
2563,119.0,328.0,0.0323,329.0,220.0
12155,119.0,328.0,0.0238,329.0,136.0
83,29.5,324.0,0.105,326.0,-89.4
23516,28.7,326.0,0.0906,327.0,-1370.0
8324,28.7,323.0,0.0911,324.0,-999.0
24041,29.7,325.0,0.0374,327.0,1720.0
5943,29.7,323.0,0.0557,325.0,155.0
24682,30.5,326.0,0.0282,327.0,456.0
9119,119.0,326.0,0.019,327.0,383.0
17725,29.7,325.0,0.0533,327.0,-1570.0
