,Z1_ActualPosition,Y1_OutputCurrent,X1_DCBusVoltage,X1_OutputCurrent,S1_ActualPosition
24216,29.7,326.0,0.0651,327.0,-1430.0
13450,27.5,325.0,0.0635,327.0,1630.0
21323,27.5,326.0,0.111,327.0,68.5
14014,29.5,326.0,0.0891,327.0,-1870.0
6626,119.0,327.0,0.023,328.0,306.0
877,27.5,324.0,0.0821,325.0,-141.0
9558,55.7,326.0,0.0531,327.0,-984.0
24346,29.7,326.0,0.0585,327.0,849.0
17274,27.7,326.0,0.0811,327.0,545.0
630,28.5,325.0,0.0415,326.0,-1460.0
14718,28.7,325.0,0.0494,327.0,-1510.0
4490,119.0,328.0,0.0284,329.0,-486.0
15392,27.7,325.0,0.0722,327.0,-1480.0
7240,29.7,323.0,0.127,323.0,817.0
25084,27.7,326.0,0.0808,327.0,-669.0
12692,27.5,325.0,0.0768,326.0,-990.0
1448,119.0,332.0,2.79e-19,328.0,-1160.0
21119,29.5,326.0,0.0697,327.0,442.0
11603,28.5,325.0,0.0726,327.0,155.0
11669,27.5,326.0,0.0679,327.0,1050.0
7618,27.7,323.0,0.0509,324.0,-2130.0
14788,27.7,326.0,0.0961,327.0,-911.0
739,27.5,324.0,0.105,325.0,-877.0
2611,119.0,332.0,2.79e-19,328.0,-1160.0
21295,55.5,329.0,0.0619,330.0,394.0
24960,34.8,326.0,0.0307,327.0,-312.0
3175,55.5,328.0,0.0527,329.0,1550.0
9047,55.7,326.0,0.0532,327.0,-978.0
1346,28.5,324.0,0.138,325.0,943.0
22115,29.5,325.0,0.0753,327.0,1170.0
5521,27.7,324.0,0.0445,325.0,-426.0
12414,29.5,326.0,0.0547,327.0,1310.0
6221,28.7,323.0,0.0966,324.0,1970.0
16890,55.7,329.0,0.0596,330.0,2150.0
759,27.5,324.0,0.0966,325.0,-771.0
13161,27.5,325.0,0.073,327.0,1700.0
13811,28.5,325.0,0.0694,327.0,1330.0
22137,28.5,326.0,0.0773,327.0,-1930.0
23914,28.7,326.0,0.0816,327.0,744.0
5658,29.7,324.0,0.0416,325.0,421.0
433,28.5,324.0,0.0864,326.0,1780.0
12468,36.5,325.0,0.0324,327.0,-1360.0
21148,27.5,326.0,0.0724,327.0,1640.0
19524,55.7,328.0,0.041,329.0,-927.0
19159,28.7,326.0,0.0915,327.0,265.0
9501,55.7,326.0,0.053,327.0,-978.0
2203,119.0,332.0,2.79e-19,329.0,-1160.0
21524,27.5,326.0,0.0789,328.0,-1350.0
11742,27.5,326.0,0.104,327.0,-817.0
8392,27.7,323.0,0.0844,324.0,-358.0
17651,29.7,326.0,0.0734,327.0,-1270.0
1353,28.5,324.0,0.116,325.0,1260.0
12396,28.5,326.0,0.0609,327.0,-87.0
24562,29.7,326.0,0.076,327.0,2120.0
10795,27.5,326.0,0.0448,327.0,31.3
8038,119.0,327.0,0.0198,328.0,-2050.0
3448,28.5,325.0,0.0461,326.0,-968.0
8366,119.0,326.0,0.0191,327.0,-2050.0
7281,28.7,323.0,0.113,324.0,1350.0
12599,55.5,327.0,0.0405,328.0,-2100.0
17797,28.7,326.0,0.0684,327.0,913.0
23316,28.7,326.0,0.101,327.0,1520.0
6730,119.0,327.0,0.0283,328.0,-1220.0
7718,33.8,323.0,0.0265,325.0,-433.0
18502,29.7,326.0,0.0752,327.0,315.0
23235,29.7,326.0,0.0893,327.0,-804.0
9581,29.7,323.0,0.128,324.0,642.0
16193,28.7,326.0,0.0505,327.0,-462.0
19301,27.7,325.0,0.0623,326.0,-1600.0
6404,44.8,324.0,0.0242,325.0,779.0
3839,119.0,328.0,0.0239,329.0,339.0
16027,119.0,328.0,0.019,330.0,-2060.0
24844,29.7,326.0,0.0866,327.0,-617.0
3697,34.9,326.0,0.0257,327.0,-296.0
22380,36.1,326.0,0.0203,328.0,1780.0
3363,27.5,325.0,0.0947,326.0,-184.0
12620,28.5,326.0,0.0707,327.0,-494.0
3156,28.5,325.0,0.107,326.0,-1260.0
3871,27.5,325.0,0.0411,327.0,376.0
3617,27.5,325.0,0.0535,327.0,1430.0
12167,27.5,326.0,0.0716,327.0,-659.0
11552,119.0,328.0,0.0209,330.0,-1960.0
13430,28.5,326.0,0.0887,327.0,1620.0
10273,28.6,326.0,0.0267,327.0,971.0
7552,27.7,323.0,0.131,324.0,2030.0
15272,55.7,329.0,0.0451,330.0,42.0
19875,28.7,325.0,0.0518,327.0,297.0
24675,50.4,325.0,0.0677,326.0,-1110.0
19953,29.7,326.0,0.0779,327.0,-1400.0
10747,29.5,325.0,0.0623,327.0,-204.0
7619,27.7,323.0,0.0437,324.0,-2130.0
977,27.5,324.0,0.0941,326.0,393.0
17183,28.7,325.0,0.053,327.0,529.0
24135,29.7,325.0,0.0615,327.0,-1050.0
16368,27.7,326.0,0.0777,327.0,1300.0
6217,28.7,324.0,0.0812,325.0,1620.0
13293,28.5,326.0,0.0491,327.0,-2010.0
4735,29.5,325.0,0.016,326.0,274.0
233,29.5,324.0,0.0945,326.0,713.0
13254,32.9,326.0,0.0166,327.0,-1300.0
23319,28.7,326.0,0.0851,327.0,1530.0
8959,119.0,326.0,0.0221,327.0,383.0
4617,29.5,321.0,0.118,322.0,-473.0
25047,28.7,326.0,0.0946,327.0,-1500.0
10581,29.5,326.0,0.0771,327.0,-497.0
2566,119.0,328.0,0.0323,329.0,220.0
60,29.5,325.0,0.117,326.0,-212.0
678,28.5,324.0,0.0858,326.0,-1200.0
24805,29.7,325.0,0.0653,327.0,1050.0
18689,28.7,326.0,0.0791,327.0,-614.0
417,28.5,324.0,0.0817,325.0,1690.0
2895,28.5,325.0,0.112,326.0,-1880.0
7296,29.7,322.0,0.0399,325.0,673.0
24691,29.7,326.0,0.105,327.0,-1380.0
5954,28.7,323.0,0.0847,324.0,-2130.0
20551,73.0,326.0,0.127,328.0,-927.0
22176,28.5,326.0,0.0824,327.0,-743.0
13296,27.5,326.0,0.0878,327.0,419.0
3387,27.5,325.0,0.114,326.0,750.0
522,28.5,324.0,0.109,326.0,-2040.0
22003,28.5,326.0,0.0695,327.0,-1460.0
7916,27.7,323.0,0.0383,324.0,-32.9
17085,29.7,325.0,0.0961,327.0,-1140.0
7401,55.7,326.0,0.0442,327.0,-2050.0
13428,28.5,325.0,0.0945,327.0,1610.0
8666,27.7,323.0,0.0806,324.0,-1300.0
22519,55.7,329.0,0.0199,330.0,-1720.0
9172,119.0,326.0,0.0248,327.0,383.0
10385,27.5,326.0,0.0888,327.0,1510.0
3149,119.0,328.0,0.0202,329.0,339.0
14940,28.7,326.0,0.0946,327.0,396.0
23933,27.7,325.0,0.0702,327.0,-1860.0
16289,27.7,326.0,0.07,327.0,-345.0
9339,55.7,326.0,0.0529,328.0,-978.0
14905,29.7,325.0,0.0661,327.0,280.0
14793,28.7,325.0,0.107,327.0,348.0
16989,29.7,326.0,0.104,327.0,2000.0
7983,28.7,322.0,0.0551,324.0,-662.0
54,29.5,325.0,0.0552,326.0,-244.0
14661,119.0,328.0,0.0197,330.0,-2060.0
11554,78.0,327.0,0.118,329.0,-1960.0
6686,30.6,323.0,0.0437,325.0,-11.8
2578,119.0,332.0,2.79e-19,328.0,-1160.0
23252,27.7,326.0,0.0842,327.0,-2070.0
10201,28.5,326.0,0.0494,327.0,373.0
4009,119.0,328.0,0.0176,329.0,700.0
15171,28.7,325.0,0.0461,327.0,-1470.0
3538,29.5,325.0,0.0863,327.0,1310.0
2126,119.0,332.0,2.79e-19,328.0,-1160.0
24478,27.7,326.0,0.0453,328.0,1340.0
15276,55.7,329.0,0.0477,330.0,42.0
14846,27.7,325.0,0.0753,327.0,1750.0
11404,27.5,325.0,0.0965,327.0,-1030.0
23325,28.7,326.0,0.0752,327.0,1570.0
4847,29.5,322.0,0.0339,324.0,-1300.0
4565,119.0,323.0,0.206,324.0,339.0
24553,29.7,326.0,0.0459,327.0,-495.0
24512,28.7,326.0,0.0765,327.0,-1440.0
12114,27.5,325.0,0.0813,327.0,878.0
12528,29.5,326.0,0.0539,327.0,-1340.0
15216,119.0,329.0,0.0215,330.0,-2060.0
24864,28.7,326.0,0.0842,327.0,1870.0
10927,27.5,326.0,0.0663,327.0,-566.0
5865,29.7,324.0,0.157,325.0,-865.0
10137,28.5,326.0,0.0848,327.0,-1100.0
15166,28.7,325.0,0.048,327.0,-1490.0
17232,55.7,329.0,0.049,330.0,2150.0
12328,29.5,325.0,0.0771,327.0,228.0
13683,29.5,326.0,0.0891,327.0,-1640.0
7922,29.7,323.0,0.116,324.0,-1740.0
6737,28.7,324.0,0.138,325.0,-75.8
10543,27.5,326.0,0.0552,327.0,992.0
6249,54.7,322.0,0.151,323.0,763.0
18596,27.7,326.0,0.0499,327.0,1390.0
16795,27.7,326.0,0.0836,327.0,-1270.0
17297,55.7,329.0,0.0476,330.0,2150.0
17982,55.7,329.0,0.0441,330.0,2150.0
10245,28.5,325.0,0.0791,327.0,10.5
18204,27.7,326.0,0.11,327.0,1680.0
9304,37.4,323.0,0.0188,324.0,-1980.0
17966,29.7,326.0,0.0788,327.0,-1960.0
4810,119.0,326.0,0.0211,327.0,-1510.0
15959,27.7,326.0,0.105,327.0,-1350.0
24777,28.7,325.0,0.0703,327.0,1360.0
23148,28.7,326.0,0.0958,327.0,893.0
24343,29.7,326.0,0.0769,327.0,1540.0
21200,27.5,326.0,0.0495,327.0,1910.0
12444,119.0,328.0,0.0236,329.0,136.0
17874,28.7,326.0,0.0475,327.0,-2060.0
24941,28.7,326.0,0.0647,327.0,-1740.0
13974,55.5,328.0,0.0388,329.0,-2060.0
10890,28.5,326.0,0.0573,327.0,-1470.0
14967,28.7,325.0,0.0581,327.0,-484.0
22738,29.5,326.0,0.0748,327.0,-1470.0
14493,29.7,326.0,0.0846,327.0,-1590.0
6861,29.7,324.0,0.136,324.0,-1060.0
17860,55.7,329.0,0.0599,330.0,2150.0
1391,119.0,332.0,2.79e-19,328.0,-1160.0
17078,55.7,329.0,0.0502,330.0,2150.0
18465,28.7,326.0,0.0897,327.0,1270.0
6623,119.0,327.0,0.0231,328.0,306.0
17907,28.7,326.0,0.0522,327.0,2090.0
1389,119.0,326.0,2.78e-19,324.0,905.0
161,29.5,324.0,0.0832,325.0,329.0
20040,27.7,325.0,0.0906,327.0,-1780.0
21725,50.3,325.0,0.0504,326.0,1670.0
6822,119.0,327.0,0.0169,328.0,-1220.0
255,29.5,324.0,0.106,326.0,831.0
9955,119.0,329.0,0.0212,330.0,-1960.0
10308,27.5,326.0,0.0654,327.0,1740.0
2890,28.5,325.0,0.0771,326.0,-1900.0
9580,29.7,323.0,0.102,324.0,637.0
3853,27.5,325.0,0.0831,326.0,600.0
16205,28.7,326.0,0.13,327.0,1860.0
265,29.5,324.0,0.0985,325.0,883.0
4716,29.5,325.0,0.0629,326.0,-147.0
10316,27.5,326.0,0.0888,327.0,-86.0
24256,27.7,326.0,0.0563,327.0,1290.0
24002,28.7,326.0,0.0828,327.0,835.0
67,29.5,325.0,0.0939,326.0,-175.0
21878,28.5,326.0,0.0653,327.0,73.6
19846,27.7,325.0,0.0668,326.0,-1410.0
24314,28.7,326.0,0.0612,327.0,1730.0
9363,29.7,323.0,0.0355,324.0,567.0
14524,28.7,325.0,0.201,327.0,2070.0
13391,29.5,325.0,0.0739,327.0,1050.0
24615,29.7,326.0,0.0824,327.0,625.0
9566,27.7,323.0,0.0386,324.0,-1350.0
17749,28.7,326.0,0.0713,327.0,443.0
10320,27.5,326.0,0.0572,327.0,-64.7
19381,55.7,328.0,0.0404,330.0,-927.0
12493,28.5,326.0,0.0956,327.0,1090.0
9376,55.7,326.0,0.0533,327.0,-978.0
4410,39.6,327.0,0.0217,328.0,335.0
24514,28.7,326.0,0.0962,327.0,-1430.0
24927,27.7,326.0,0.0876,327.0,125.0
17811,29.7,326.0,0.0614,327.0,1180.0
14063,28.5,326.0,0.0612,327.0,-183.0
8316,119.0,326.0,0.0196,327.0,-2050.0
22140,28.5,326.0,0.101,327.0,-1910.0
9364,29.7,323.0,0.0339,325.0,573.0
12666,27.5,326.0,0.0753,327.0,1260.0
13684,29.5,326.0,0.0657,327.0,-1510.0
7329,29.7,323.0,0.0282,324.0,409.0
7855,29.7,322.0,0.0865,323.0,-1820.0
1995,119.0,327.0,2.78e-19,325.0,905.0
21986,27.5,326.0,0.099,327.0,-1530.0
2637,29.5,325.0,0.159,326.0,628.0
7792,119.0,326.0,0.017,328.0,-2050.0
23456,27.7,326.0,0.0894,327.0,1210.0
506,28.5,324.0,0.0967,326.0,-2120.0
22497,28.5,326.0,0.0617,327.0,-1190.0
12224,28.5,325.0,0.0779,327.0,-1840.0
11585,29.5,326.0,0.0536,327.0,-668.0
20492,29.7,325.0,0.135,326.0,-665.0
21466,55.7,329.0,0.0176,330.0,-1720.0
14893,29.7,325.0,0.0889,327.0,50.8
21232,27.5,326.0,0.0401,327.0,-273.0
11159,28.5,325.0,0.0966,326.0,-304.0
8887,55.7,326.0,0.0325,328.0,-978.0
10020,29.5,325.0,0.0767,327.0,73.4
18625,28.7,326.0,0.0911,327.0,-1860.0
13989,27.5,325.0,0.0962,327.0,1090.0
7740,28.7,323.0,0.114,324.0,-694.0
16924,36.4,326.0,0.0594,327.0,-1450.0
17417,29.7,326.0,0.089,327.0,955.0
1370,119.0,333.0,2.79e-19,329.0,-1160.0
23231,28.7,326.0,0.0978,327.0,1600.0
8665,27.7,323.0,0.126,324.0,-1310.0
21711,30.7,326.0,0.0219,328.0,1870.0
21830,28.5,326.0,0.0768,327.0,2070.0
19296,27.7,325.0,0.103,326.0,-1630.0
23637,28.7,326.0,0.116,327.0,-1420.0
21814,27.5,326.0,0.0618,327.0,-2080.0
13148,29.5,325.0,0.0888,327.0,960.0
21279,29.5,325.0,0.0739,327.0,1180.0
16318,27.7,325.0,0.0455,327.0,-628.0
18432,29.7,325.0,0.0777,327.0,-1660.0
18552,48.7,324.0,0.0602,326.0,-1540.0
10821,29.5,325.0,0.0556,327.0,-780.0
7301,119.0,326.0,0.0312,327.0,306.0
2841,28.5,325.0,0.115,326.0,-584.0
22394,29.5,326.0,0.0595,328.0,500.0
10789,27.5,325.0,0.0567,327.0,-428.0
5487,28.7,323.0,0.0889,324.0,-1800.0
7600,29.7,323.0,0.124,324.0,547.0
3339,29.5,322.0,0.113,322.0,353.0
9440,55.7,326.0,0.0493,327.0,-978.0
15316,29.7,325.0,0.092,326.0,-712.0
3612,119.0,328.0,0.0261,330.0,339.0
22730,29.5,326.0,0.0758,327.0,-1510.0
15069,29.7,325.0,0.0791,327.0,-1200.0
6365,29.7,324.0,0.0906,325.0,-240.0
7343,28.7,323.0,0.0353,325.0,1140.0
18369,29.7,326.0,0.0865,327.0,1540.0
8874,55.7,326.0,0.0522,327.0,-978.0
3120,28.5,325.0,0.109,326.0,-467.0
749,27.5,324.0,0.0717,326.0,-824.0
23407,29.7,326.0,0.105,327.0,-1940.0
17162,28.7,326.0,0.064,327.0,144.0
342,29.5,324.0,0.0956,326.0,1290.0
10828,27.5,326.0,0.06,327.0,-1620.0
1553,119.0,333.0,2.79e-19,328.0,-1160.0
266,29.5,324.0,0.111,326.0,889.0
19805,29.7,325.0,0.108,327.0,-839.0
3100,53.5,325.0,0.0672,327.0,-350.0
18198,38.2,326.0,0.034,327.0,-1480.0
17699,28.7,324.0,0.0654,325.0,10.8
1279,119.0,332.0,2.79e-19,327.0,-1160.0
21245,27.5,326.0,0.0886,327.0,-1180.0
21839,27.5,326.0,0.0895,327.0,2030.0
18495,29.7,326.0,0.0627,327.0,278.0
17190,27.7,326.0,0.0465,327.0,-549.0
22401,28.5,325.0,0.0852,327.0,772.0
13156,29.5,326.0,0.0498,327.0,831.0
428,28.5,325.0,0.0965,326.0,1760.0
4387,29.5,325.0,0.0874,326.0,-72.2
14864,27.7,326.0,0.0458,327.0,-682.0
5967,29.7,323.0,0.094,325.0,63.9
1021,27.5,325.0,0.0995,326.0,627.0
23389,28.7,326.0,0.0514,327.0,1100.0
5608,119.0,327.0,0.0212,328.0,-978.0
6104,119.0,326.0,0.0231,328.0,-978.0
8710,29.7,323.0,0.0902,324.0,898.0
20589,119.0,329.0,2.78e-19,330.0,-273.0
10674,29.5,326.0,0.0654,327.0,-1.05
12645,29.5,326.0,0.0542,327.0,-2000.0
13516,27.5,325.0,0.0814,327.0,-1120.0
23632,27.7,326.0,0.0725,327.0,-1920.0
6389,29.7,324.0,0.111,325.0,-112.0
16943,28.7,326.0,0.0586,327.0,1540.0
12323,27.5,325.0,0.0788,327.0,-713.0
1569,29.5,324.0,0.0425,326.0,676.0
2096,29.5,325.0,0.113,326.0,543.0
12686,27.5,325.0,0.0775,327.0,-1020.0
7918,29.7,322.0,0.141,323.0,-1760.0
3539,29.5,325.0,0.0908,326.0,1310.0
1424,119.0,332.0,2.79e-19,328.0,-1160.0
8979,55.7,326.0,0.0567,327.0,-978.0
8098,28.7,323.0,0.0584,325.0,-855.0
8323,119.0,326.0,0.0218,327.0,-2050.0
9176,119.0,326.0,0.0196,328.0,383.0
16053,29.7,326.0,0.04,327.0,-1370.0
10217,27.5,326.0,0.0692,327.0,1800.0
4424,29.5,325.0,0.0849,326.0,-371.0
19810,29.7,326.0,0.0458,327.0,-812.0
14123,28.5,326.0,0.0894,327.0,-296.0
11140,119.0,329.0,0.0212,330.0,-1960.0
9379,55.7,326.0,0.0576,327.0,-978.0
25050,28.7,326.0,0.0718,327.0,-1490.0
15277,55.7,329.0,0.0497,330.0,42.0
11105,28.5,325.0,0.104,327.0,-5.45
14758,55.7,329.0,0.0536,330.0,1.46
23611,29.7,326.0,0.0809,327.0,-671.0
3375,28.5,325.0,0.0685,327.0,-1430.0
2225,119.0,332.0,2.79e-19,328.0,-1160.0
24336,29.7,326.0,0.0681,327.0,1500.0
8405,29.7,323.0,0.108,323.0,-1380.0
8971,38.8,324.0,0.0261,325.0,1330.0
594,28.5,324.0,0.0737,326.0,-1650.0
10289,29.5,326.0,0.0971,327.0,-1130.0
472,28.5,325.0,0.0938,326.0,1990.0
24986,27.7,326.0,0.0835,327.0,-2130.0
19990,27.7,326.0,0.0876,327.0,-1190.0
7817,43.7,322.0,0.0525,323.0,-1320.0
8648,27.7,323.0,0.114,324.0,-1400.0
4124,28.5,325.0,0.0923,326.0,1130.0
9028,28.7,323.0,0.0643,324.0,-2070.0
22521,29.5,325.0,0.0674,327.0,917.0
6635,28.7,323.0,0.0387,325.0,-380.0
6475,27.7,323.0,0.0866,325.0,-213.0
15500,27.7,325.0,0.0564,327.0,2100.0
21784,29.5,326.0,0.0722,327.0,-647.0
6035,27.7,324.0,0.096,325.0,-570.0
9931,119.0,329.0,0.0212,330.0,-1960.0
20412,119.0,326.0,0.179,327.0,-273.0
5473,27.7,323.0,0.138,324.0,-1120.0
5648,29.7,323.0,0.0684,324.0,-886.0
22073,28.5,326.0,0.111,327.0,47.1
2240,119.0,326.0,2.78e-19,324.0,905.0
14921,29.7,326.0,0.0947,327.0,-1740.0
23431,55.7,328.0,0.0451,330.0,-1720.0
13373,29.5,326.0,0.0474,327.0,783.0
6083,29.7,323.0,0.0852,325.0,299.0
1599,119.0,332.0,2.79e-19,328.0,-1160.0
4615,119.0,328.0,0.0213,329.0,-486.0
11556,71.3,327.0,0.111,329.0,-1960.0
8713,29.7,323.0,0.112,324.0,914.0
1620,28.5,324.0,0.113,325.0,1350.0
24228,27.7,326.0,0.0957,327.0,-424.0
10959,29.5,325.0,0.0498,327.0,1360.0
3119,28.5,325.0,0.108,326.0,-472.0
18697,55.7,329.0,0.0492,330.0,2150.0
14986,28.7,325.0,0.0648,327.0,156.0
24892,27.7,326.0,0.0965,327.0,1660.0
12479,28.5,325.0,0.0933,326.0,1920.0
21300,55.5,329.0,0.0604,330.0,394.0
3608,119.0,328.0,0.026,329.0,339.0
24139,29.7,325.0,0.0476,327.0,-1030.0
22398,29.5,326.0,0.0496,327.0,522.0
18727,28.7,326.0,0.0516,327.0,667.0
2083,119.0,327.0,2.78e-19,325.0,905.0
2679,119.0,327.0,2.78e-19,325.0,905.0
24731,27.7,326.0,0.0765,327.0,1130.0
611,28.5,324.0,0.111,325.0,-1560.0
7466,29.7,324.0,0.0524,325.0,859.0
21363,27.5,326.0,0.0666,327.0,-956.0
23213,27.7,326.0,0.105,327.0,-520.0
12526,29.5,326.0,0.0502,327.0,-1350.0
16817,27.7,326.0,0.0674,327.0,-778.0
21791,29.5,326.0,0.0932,327.0,-609.0
11183,27.5,326.0,0.0806,327.0,-1890.0
24229,27.7,326.0,0.0962,327.0,-419.0
16905,27.7,326.0,0.0638,327.0,11.3
19299,27.7,325.0,0.095,327.0,-1610.0
13460,27.5,325.0,0.0224,327.0,1680.0
17129,55.7,328.0,0.0557,330.0,2150.0
19442,119.0,329.0,0.0221,330.0,2150.0
23962,29.7,325.0,0.0722,327.0,-831.0
17991,29.7,326.0,0.0671,327.0,470.0
3423,119.0,328.0,0.028,329.0,339.0
8345,119.0,326.0,0.0205,327.0,-2050.0
1252,119.0,332.0,2.79e-19,328.0,-1160.0
11663,28.5,325.0,0.0813,327.0,-64.1
18075,27.7,326.0,0.1,327.0,1970.0
1946,119.0,332.0,2.79e-19,328.0,-1160.0
7858,27.7,323.0,0.0588,324.0,203.0
20580,119.0,329.0,2.78e-19,330.0,-273.0
4786,29.5,323.0,0.11,322.0,-1510.0
13462,27.5,326.0,0.0946,327.0,248.0
17224,27.7,325.0,0.0639,327.0,438.0
22032,27.5,326.0,0.0752,327.0,1450.0
17923,27.7,326.0,0.0785,327.0,1170.0
3388,27.5,325.0,0.11,326.0,755.0
1493,119.0,332.0,2.79e-19,328.0,-1160.0
10001,27.5,326.0,0.0815,327.0,1560.0
12391,28.5,325.0,0.0959,327.0,326.0
11690,28.5,325.0,0.0484,327.0,-672.0
18744,28.7,326.0,0.0551,327.0,1460.0
17945,28.7,326.0,0.101,327.0,1980.0
13842,27.5,326.0,0.0673,327.0,729.0
17892,31.6,326.0,0.0269,328.0,-1360.0
20465,29.7,324.0,0.0601,326.0,-649.0
858,27.5,325.0,0.0873,326.0,-242.0
9413,119.0,326.0,0.0238,328.0,383.0
22431,27.5,326.0,0.097,327.0,-934.0
15396,27.7,326.0,0.103,327.0,-1460.0
4850,29.5,323.0,0.147,324.0,-1290.0
10036,28.5,326.0,0.093,327.0,-1700.0
2018,119.0,332.0,2.79e-19,328.0,-1160.0
10179,29.5,326.0,0.0283,327.0,-903.0
6303,29.7,323.0,0.069,325.0,-304.0
18043,27.7,326.0,0.0694,327.0,139.0
24438,55.7,328.0,0.0556,330.0,-1720.0
12549,29.5,325.0,0.0499,327.0,869.0
24613,29.7,326.0,0.0851,327.0,615.0
2444,119.0,326.0,2.78e-19,324.0,905.0
17738,119.0,328.0,0.0267,330.0,42.0
22678,28.5,326.0,0.0596,327.0,2140.0
5617,119.0,326.0,0.0224,328.0,-978.0
6284,55.7,327.0,0.0493,328.0,231.0
24497,27.7,326.0,0.0912,327.0,-392.0
7331,29.7,323.0,0.0312,325.0,419.0
2850,37.2,325.0,0.0235,327.0,2120.0
15479,27.7,325.0,0.0715,327.0,1510.0
19508,28.7,326.0,0.109,327.0,1260.0
24186,55.1,327.0,0.0893,329.0,455.0
8279,119.0,327.0,0.0277,328.0,-2050.0
10049,29.5,325.0,0.0929,327.0,-1770.0
13245,28.5,325.0,0.0426,327.0,646.0
9448,55.7,326.0,0.0483,327.0,-978.0
12473,35.0,326.0,0.019,327.0,-1340.0
18640,28.7,326.0,0.0501,327.0,-448.0
5479,28.7,323.0,0.105,324.0,-1850.0
14103,28.5,326.0,0.0963,327.0,-407.0
1649,119.0,332.0,2.79e-19,328.0,-1160.0
23597,119.0,329.0,0.0249,330.0,455.0
7558,27.7,322.0,0.033,324.0,2060.0
17955,29.7,325.0,0.0704,327.0,337.0
13722,28.5,325.0,0.107,326.0,1830.0
24544,27.7,326.0,0.102,327.0,-680.0
7925,29.7,323.0,0.0838,324.0,-1720.0
17427,29.7,326.0,0.0596,327.0,-1450.0
16835,27.7,326.0,0.101,327.0,716.0
14948,27.7,325.0,0.0583,327.0,1040.0
4699,119.0,327.0,0.0213,329.0,339.0
14672,119.0,328.0,0.0223,330.0,-2060.0
23951,29.7,326.0,0.0776,327.0,-1220.0
14008,29.5,326.0,0.0425,327.0,-1900.0
10155,29.5,325.0,0.0653,327.0,-1360.0
11001,29.5,325.0,0.0573,327.0,-417.0
18511,28.7,326.0,0.101,327.0,-1650.0
22057,27.5,326.0,0.0942,327.0,1530.0
24737,28.7,326.0,0.0746,327.0,-1310.0
4792,29.5,322.0,0.0512,324.0,-1480.0
13739,29.5,325.0,0.0598,327.0,1260.0
277,29.5,324.0,0.0852,325.0,948.0
3689,29.5,325.0,0.0996,326.0,2000.0
1435,29.5,325.0,0.302,326.0,489.0
12290,28.5,326.0,0.0932,327.0,1040.0
14734,119.0,329.0,0.0214,330.0,-2060.0
23905,28.7,326.0,0.0569,327.0,-2030.0
21485,28.5,326.0,0.0617,327.0,255.0
18360,28.7,326.0,0.0671,327.0,-47.8
20535,119.0,329.0,2.78e-19,330.0,-273.0
16866,28.7,326.0,0.0853,327.0,806.0
9513,119.0,326.0,0.0276,328.0,383.0
19362,28.7,325.0,0.0669,327.0,1400.0
10065,28.5,325.0,0.0735,327.0,-469.0
13436,28.5,325.0,0.0691,327.0,1650.0
21252,29.5,326.0,0.045,328.0,73.7
16129,29.7,326.0,0.0984,327.0,1160.0
21220,28.5,326.0,0.0716,327.0,-1270.0
17905,28.7,326.0,0.0569,327.0,2080.0
15202,27.7,326.0,0.101,327.0,-1490.0
5445,31.0,324.0,0.027,325.0,864.0
15078,28.7,326.0,0.104,327.0,-1260.0
8935,55.7,326.0,0.0567,327.0,-1000.0
13795,27.5,325.0,0.0527,327.0,-39.6
8541,45.2,322.0,0.0399,323.0,-2030.0
4491,119.0,328.0,0.0569,329.0,-486.0
23435,55.7,329.0,0.0491,330.0,-1720.0
24689,29.7,325.0,0.104,327.0,-1390.0
7264,27.7,323.0,0.132,324.0,2030.0
23381,27.7,326.0,0.0729,327.0,-595.0
22707,27.5,326.0,0.0762,327.0,-529.0
1671,28.5,325.0,0.0317,326.0,1420.0
18678,27.7,326.0,0.0985,327.0,1070.0
18316,119.0,328.0,0.0197,330.0,42.0
7173,55.7,326.0,0.0549,327.0,-2050.0
20514,30.7,328.0,0.0483,329.0,-927.0
23969,28.7,326.0,0.104,327.0,1310.0
10151,28.5,325.0,0.11,327.0,1970.0
11734,29.5,326.0,0.1,327.0,-1920.0
6030,27.7,323.0,0.1,325.0,-597.0
14006,28.5,326.0,0.0946,327.0,1180.0
17073,55.7,329.0,0.0473,330.0,2150.0
8122,36.5,322.0,0.0491,323.0,-508.0
4454,119.0,328.0,0.0173,329.0,339.0
6600,29.7,323.0,0.0331,325.0,-684.0
3429,119.0,328.0,0.0289,330.0,339.0
17359,27.7,326.0,0.106,327.0,251.0
9454,27.7,323.0,0.13,324.0,-1730.0
10066,28.5,325.0,0.0758,326.0,-464.0
5376,28.7,324.0,0.0645,325.0,1470.0
903,27.5,325.0,0.0957,326.0,-2.28
8544,119.0,326.0,0.018,327.0,383.0
18723,28.7,326.0,0.0565,327.0,1720.0
15900,41.2,326.0,0.0218,327.0,1370.0
19561,28.7,326.0,0.0616,327.0,35.9
5374,119.0,326.0,0.0227,328.0,-978.0
3936,27.5,325.0,0.0491,327.0,344.0
15404,28.7,326.0,0.066,327.0,-190.0
10812,29.5,325.0,0.0847,327.0,-828.0
13994,27.5,325.0,0.0482,327.0,1120.0
23926,29.7,325.0,0.0438,327.0,1110.0
19826,27.7,325.0,0.0813,327.0,-1900.0
3679,28.5,325.0,0.106,326.0,-1970.0
16136,29.7,326.0,0.0739,327.0,1200.0
19270,28.7,326.0,0.0684,327.0,-172.0
